year,parent_entity,parent_type,commodity,production_value_ft,production_unit,total_emissions_MtCO2e,production_value
1991,Czechoslovakia,Nation State,Lignite Coal,3.086911812,Million tonnes/yr,4.134023529,3.086911812
1991,Czechoslovakia,Nation State,Bituminous Coal,96.04198977,Million tonnes/yr,260.6713126,96.04198977
1991,Czechoslovakia,Nation State,Metallurgical Coal,8.516087764,Million tonnes/yr,25.26397138,8.516087764
1992,Czechoslovakia,Nation State,Lignite Coal,1.80301858,Million tonnes/yr,2.414620723,1.80301858
1992,Czechoslovakia,Nation State,Bituminous Coal,90.63993408,Million tonnes/yr,246.0093824,90.63993408
1992,Czechoslovakia,Nation State,Metallurgical Coal,7.658078918,Million tonnes/yr,22.71858769,7.658078918
1988,Devon Energy,Investor-owned Company,Oil & NGL,0.568,Million bbl/yr,0.2265058454,0.568
1988,Devon Energy,Investor-owned Company,Natural Gas,5.919,Bcf/yr,0.4314382206,1.7757
1989,Devon Energy,Investor-owned Company,Oil & NGL,0.681,Million bbl/yr,0.2715677478,0.681
1989,Devon Energy,Investor-owned Company,Natural Gas,7.776,Bcf/yr,0.5667956755,2.3328
1990,Devon Energy,Investor-owned Company,Oil & NGL,47.194,Million bbl/yr,18.81992407,47.194
1990,Devon Energy,Investor-owned Company,Natural Gas,291.584,Bcf/yr,21.25367158,87.4752
1991,Devon Energy,Investor-owned Company,Oil & NGL,53.271,Million bbl/yr,21.24329734,53.271
1991,Devon Energy,Investor-owned Company,Natural Gas,291.156,Bcf/yr,21.2224745,87.3468
1992,Devon Energy,Investor-owned Company,Oil & NGL,60.924,Million bbl/yr,24.29514459,60.924
1992,Devon Energy,Investor-owned Company,Natural Gas,356.079,Bcf/yr,25.95473731,106.8237
1993,Devon Energy,Investor-owned Company,Oil & NGL,75.699,Million bbl/yr,30.18708802,75.699
1993,Devon Energy,Investor-owned Company,Natural Gas,467.7505,Bcf/yr,34.09451654,140.32515
1994,Devon Energy,Investor-owned Company,Oil & NGL,78.134,Million bbl/yr,31.15811219,78.134
1994,Devon Energy,Investor-owned Company,Natural Gas,527.141,Bcf/yr,38.42351327,158.1423
1995,Devon Energy,Investor-owned Company,Oil & NGL,89.778,Million bbl/yr,35.80148203,89.778
1995,Devon Energy,Investor-owned Company,Natural Gas,721.7265,Bcf/yr,52.60692632,216.51795
1996,Devon Energy,Investor-owned Company,Oil & NGL,86.8,Million bbl/yr,34.61392145,86.8
1996,Devon Energy,Investor-owned Company,Natural Gas,717.829875,Bcf/yr,52.3228998,215.3489625
1997,Devon Energy,Investor-owned Company,Oil & NGL,93.124,Million bbl/yr,37.13579287,93.124
1997,Devon Energy,Investor-owned Company,Natural Gas,757.78325,Bcf/yr,55.2351169,227.334975
1998,Devon Energy,Investor-owned Company,Oil & NGL,94.379,Million bbl/yr,37.63625913,94.379
1998,Devon Energy,Investor-owned Company,Natural Gas,886.916625,Bcf/yr,64.64769901,266.0749875
1999,Devon Energy,Investor-owned Company,Oil & NGL,94.73,Million bbl/yr,37.77623017,94.73
1999,Devon Energy,Investor-owned Company,Natural Gas,813.3,Bcf/yr,59.28175448,243.99
2000,Devon Energy,Investor-owned Company,Oil & NGL,109.71,Million bbl/yr,43.74992307,109.71
2000,Devon Energy,Investor-owned Company,Natural Gas,981.6,Bcf/yr,71.54920718,294.48
2001,Devon Energy,Investor-owned Company,Oil & NGL,101.3,Million bbl/yr,40.39620095,101.3
2001,Devon Energy,Investor-owned Company,Natural Gas,941.1,Bcf/yr,68.59714637,282.33
2002,Devon Energy,Investor-owned Company,Oil & NGL,91.04,Million bbl/yr,36.30473973,91.04
2002,Devon Energy,Investor-owned Company,Natural Gas,1127.94,Bcf/yr,82.2159869,338.382
2003,Devon Energy,Investor-owned Company,Oil & NGL,83.95,Million bbl/yr,33.47740444,83.95
2003,Devon Energy,Investor-owned Company,Natural Gas,1045.1,Bcf/yr,76.17774697,313.53
2004,Devon Energy,Investor-owned Company,Oil & NGL,78,Million bbl/yr,31.10467596,78
2004,Devon Energy,Investor-owned Company,Natural Gas,1072.4,Bcf/yr,78.16765462,321.72
2005,Devon Energy,Investor-owned Company,Oil & NGL,70,Million bbl/yr,27.91445278,70
2005,Devon Energy,Investor-owned Company,Natural Gas,1042.5,Bcf/yr,75.98823195,312.75
2006,Devon Energy,Investor-owned Company,Oil & NGL,65,Million bbl/yr,25.9205633,65
2006,Devon Energy,Investor-owned Company,Natural Gas,1082.4,Bcf/yr,78.89655853,324.72
2007,Devon Energy,Investor-owned Company,Oil & NGL,81,Million bbl/yr,32.30100965,81
2007,Devon Energy,Investor-owned Company,Natural Gas,1196.1,Bcf/yr,87.18419591,358.83
2008,Devon Energy,Investor-owned Company,Oil & NGL,67,Million bbl/yr,26.71811909,67
2008,Devon Energy,Investor-owned Company,Natural Gas,1338.4,Bcf/yr,97.55649846,401.52
2009,Devon Energy,Investor-owned Company,Oil & NGL,79.672,Million bbl/yr,31.7714326,79.672
2009,Devon Energy,Investor-owned Company,Natural Gas,1390.326,Bcf/yr,101.3414049,417.0978
2010,Devon Energy,Investor-owned Company,Oil & NGL,84.055,Million bbl/yr,33.51927612,84.055
2010,Devon Energy,Investor-owned Company,Natural Gas,1329.864,Bcf/yr,96.93430609,398.9592
2011,Devon Energy,Investor-owned Company,Oil & NGL,96.293,Million bbl/yr,38.39952002,96.293
2011,Devon Energy,Investor-owned Company,Natural Gas,1373.4495,Bcf/yr,100.1112702,412.03485
2012,Devon Energy,Investor-owned Company,Oil & NGL,106.292,Million bbl/yr,42.38690021,106.292
2012,Devon Energy,Investor-owned Company,Natural Gas,1339.965,Bcf/yr,97.67057192,401.9895
2013,Devon Energy,Investor-owned Company,Oil & NGL,122.858,Million bbl/yr,48.99305485,122.858
2013,Devon Energy,Investor-owned Company,Natural Gas,1239.588,Bcf/yr,90.35405321,371.8764
2014,Devon Energy,Investor-owned Company,Oil & NGL,143.494,Million bbl/yr,57.22223553,143.494
2014,Devon Energy,Investor-owned Company,Natural Gas,981.186,Bcf/yr,71.51903056,294.3558
2015,Devon Energy,Investor-owned Company,Oil & NGL,171.299,Million bbl/yr,68.31025496,171.299
2015,Devon Energy,Investor-owned Company,Natural Gas,835.039,Bcf/yr,60.86631868,250.5117
2016,Devon Energy,Investor-owned Company,Oil & NGL,151.113,Million bbl/yr,60.26052433,151.113
2016,Devon Energy,Investor-owned Company,Natural Gas,634.395,Bcf/yr,46.24129919,190.3185
2017,Devon Energy,Investor-owned Company,Oil & NGL,158.799,Million bbl/yr,63.32553125,158.799
2017,Devon Energy,Investor-owned Company,Natural Gas,515.197,Bcf/yr,37.55291044,154.5591
2018,Devon Energy,Investor-owned Company,Oil & NGL,166.444,Million bbl/yr,66.37418827,166.444
2018,Devon Energy,Investor-owned Company,Natural Gas,465.298,Bcf/yr,33.91575285,139.5894
2019,Devon Energy,Investor-owned Company,Oil & NGL,130.72,Million bbl/yr,52.12824668,130.72
2019,Devon Energy,Investor-owned Company,Natural Gas,296.989,Bcf/yr,21.64764414,89.0967
2020,Devon Energy,Investor-owned Company,Oil & NGL,85.045,Million bbl/yr,33.91406624,85.045
2020,Devon Energy,Investor-owned Company,Natural Gas,220.095,Bcf/yr,16.04281047,66.0285
2021,Devon Energy,Investor-owned Company,Oil & NGL,154.395,Million bbl/yr,61.56931339,154.395
2021,Devon Energy,Investor-owned Company,Natural Gas,324.85,Bcf/yr,23.67844331,97.455
2022,Devon Energy,Investor-owned Company,Oil & NGL,163.52,Million bbl/yr,65.2081617,163.52
2022,Devon Energy,Investor-owned Company,Natural Gas,356.24,Bcf/yr,25.96647266,106.872
1987,Ecopetrol,State-owned Entity,Oil & NGL,28.1,Million bbl/yr,11.2056589,28.1
1987,Ecopetrol,State-owned Entity,Natural Gas,140.6,Bcf/yr,10.24838888,42.18
1988,Ecopetrol,State-owned Entity,Oil & NGL,137.5,Million bbl/yr,54.83196082,137.5
1988,Ecopetrol,State-owned Entity,Natural Gas,176.3,Bcf/yr,12.85057582,52.89
1989,Ecopetrol,State-owned Entity,Oil & NGL,147,Million bbl/yr,58.62035084,147
1989,Ecopetrol,State-owned Entity,Natural Gas,177.3,Bcf/yr,12.92346621,53.19
1990,Ecopetrol,State-owned Entity,Oil & NGL,160.4,Million bbl/yr,63.96397466,160.4
1990,Ecopetrol,State-owned Entity,Natural Gas,140.5,Bcf/yr,10.24109985,42.15
1991,Ecopetrol,State-owned Entity,Oil & NGL,156.6,Million bbl/yr,62.44861865,156.6
1991,Ecopetrol,State-owned Entity,Natural Gas,143.6,Bcf/yr,10.46706006,43.08
1992,Ecopetrol,State-owned Entity,Oil & NGL,159.9,Million bbl/yr,63.76458571,159.9
1992,Ecopetrol,State-owned Entity,Natural Gas,144,Bcf/yr,10.49621621,43.2
1993,Ecopetrol,State-owned Entity,Oil & NGL,166.1,Million bbl/yr,66.23700867,166.1
1993,Ecopetrol,State-owned Entity,Natural Gas,143.6,Bcf/yr,10.46706006,43.08
1994,Ecopetrol,State-owned Entity,Oil & NGL,154.7,Million bbl/yr,61.69094065,154.7
1994,Ecopetrol,State-owned Entity,Natural Gas,184.2,Bcf/yr,13.4264099,55.26
1995,Ecopetrol,State-owned Entity,Oil & NGL,213.5,Million bbl/yr,85.13908098,213.5
1995,Ecopetrol,State-owned Entity,Natural Gas,182.1,Bcf/yr,13.27334008,54.63
1996,Ecopetrol,State-owned Entity,Oil & NGL,150.7,Million bbl/yr,60.09582906,150.7
1996,Ecopetrol,State-owned Entity,Natural Gas,167.5,Bcf/yr,12.20914039,50.25
1997,Ecopetrol,State-owned Entity,Oil & NGL,238,Million bbl/yr,94.90913946,238
1997,Ecopetrol,State-owned Entity,Natural Gas,212.2,Bcf/yr,15.46734083,63.66
1998,Ecopetrol,State-owned Entity,Oil & NGL,179,Million bbl/yr,71.38124354,179
1998,Ecopetrol,State-owned Entity,Natural Gas,140,Bcf/yr,10.20465465,42
1999,Ecopetrol,State-owned Entity,Oil & NGL,301,Million bbl/yr,120.032147,301
1999,Ecopetrol,State-owned Entity,Natural Gas,188,Bcf/yr,13.70339339,56.4
2000,Ecopetrol,State-owned Entity,Oil & NGL,128.1,Million bbl/yr,51.08344859,128.1
2000,Ecopetrol,State-owned Entity,Natural Gas,111.3,Bcf/yr,8.112700447,33.39
2001,Ecopetrol,State-owned Entity,Oil & NGL,144.5,Million bbl/yr,57.6234061,144.5
2001,Ecopetrol,State-owned Entity,Natural Gas,113.9,Bcf/yr,8.302215462,34.17
2002,Ecopetrol,State-owned Entity,Oil & NGL,144.5,Million bbl/yr,57.6234061,144.5
2002,Ecopetrol,State-owned Entity,Natural Gas,215.1,Bcf/yr,15.67872297,64.53
2003,Ecopetrol,State-owned Entity,Oil & NGL,197.5,Million bbl/yr,78.75863463,197.5
2003,Ecopetrol,State-owned Entity,Natural Gas,219.1,Bcf/yr,15.97028453,65.73
2004,Ecopetrol,State-owned Entity,Oil & NGL,192.72,Million bbl/yr,76.85247629,192.72
2004,Ecopetrol,State-owned Entity,Natural Gas,125.925,Bcf/yr,9.178722406,37.7775
2005,Ecopetrol,State-owned Entity,Oil & NGL,191.99,Million bbl/yr,76.56136842,191.99
2005,Ecopetrol,State-owned Entity,Natural Gas,133.955,Bcf/yr,9.764032241,40.1865
2006,Ecopetrol,State-owned Entity,Oil & NGL,115.34,Million bbl/yr,45.99504263,115.34
2006,Ecopetrol,State-owned Entity,Natural Gas,139.795,Bcf/yr,10.18971212,41.9385
2007,Ecopetrol,State-owned Entity,Oil & NGL,119.355,Million bbl/yr,47.59613588,119.355
2007,Ecopetrol,State-owned Entity,Natural Gas,150.015,Bcf/yr,10.93465191,45.0045
2008,Ecopetrol,State-owned Entity,Oil & NGL,132.13,Million bbl/yr,52.69052351,132.13
2008,Ecopetrol,State-owned Entity,Natural Gas,177.39,Bcf/yr,12.93002635,53.217
2009,Ecopetrol,State-owned Entity,Oil & NGL,155.49,Million bbl/yr,62.00597519,155.49
2009,Ecopetrol,State-owned Entity,Natural Gas,195.567,Bcf/yr,14.25495497,58.6701
2010,Ecopetrol,State-owned Entity,Oil & NGL,188.3035,Million bbl/yr,75.0912737,188.3035
2010,Ecopetrol,State-owned Entity,Natural Gas,208.05,Bcf/yr,15.16484571,62.415
2011,Ecopetrol,State-owned Entity,Oil & NGL,208.05,Million bbl/yr,82.96574144,208.05
2011,Ecopetrol,State-owned Entity,Natural Gas,208.05,Bcf/yr,15.16484571,62.415
2012,Ecopetrol,State-owned Entity,Oil & NGL,215.715,Million bbl/yr,86.02237402,215.715
2012,Ecopetrol,State-owned Entity,Natural Gas,230.956305,Bcf/yr,16.83449523,69.2868915
2013,Ecopetrol,State-owned Entity,Oil & NGL,223.599,Million bbl/yr,89.16633896,223.599
2013,Ecopetrol,State-owned Entity,Natural Gas,268.17645,Bcf/yr,19.54748613,80.452935
2014,Ecopetrol,State-owned Entity,Oil & NGL,211.5905,Million bbl/yr,84.37761459,211.5905
2014,Ecopetrol,State-owned Entity,Natural Gas,260.85309,Bcf/yr,19.01368356,78.255927
2015,Ecopetrol,State-owned Entity,Oil & NGL,228.6725,Million bbl/yr,91.18953862,228.6725
2015,Ecopetrol,State-owned Entity,Natural Gas,279.2031,Bcf/yr,20.35122295,83.76093
2016,Ecopetrol,State-owned Entity,Oil & NGL,216.1165,Million bbl/yr,86.18248335,216.1165
2016,Ecopetrol,State-owned Entity,Natural Gas,261.7269,Bcf/yr,19.07737591,78.51807
2017,Ecopetrol,State-owned Entity,Oil & NGL,215.6785,Million bbl/yr,86.00781863,215.6785
2017,Ecopetrol,State-owned Entity,Natural Gas,258.3981,Bcf/yr,18.83473838,77.51943
2018,Ecopetrol,State-owned Entity,Oil & NGL,216.2625,Million bbl/yr,86.24070492,216.2625
2018,Ecopetrol,State-owned Entity,Natural Gas,266.09595,Bcf/yr,19.39583767,79.828785
2019,Ecopetrol,State-owned Entity,Oil & NGL,215.934,Million bbl/yr,86.10970638,215.934
2019,Ecopetrol,State-owned Entity,Natural Gas,277.74675,Bcf/yr,20.24506903,83.324025
2020,Ecopetrol,State-owned Entity,Oil & NGL,202.4655,Million bbl/yr,80.73876628,202.4655
2020,Ecopetrol,State-owned Entity,Natural Gas,296.05515,Bcf/yr,21.57957545,88.816545
2021,Ecopetrol,State-owned Entity,Oil & NGL,192.3915,Million bbl/yr,76.72147775,192.3915
2021,Ecopetrol,State-owned Entity,Natural Gas,316.02795,Bcf/yr,23.03540064,94.808385
2022,Ecopetrol,State-owned Entity,Oil & NGL,197.757,Million bbl/yr,78.86112055,197.757
2022,Ecopetrol,State-owned Entity,Natural Gas,348.89985,Bcf/yr,25.43144626,104.669955
1959,Egyptian General Petroleum,State-owned Entity,Oil & NGL,2.1303,Million bbl/yr,0.8495165537,2.1303
1960,Egyptian General Petroleum,State-owned Entity,Oil & NGL,2.3968,Million bbl/yr,0.9557908632,2.3968
1961,Egyptian General Petroleum,State-owned Entity,Oil & NGL,2.6129,Million bbl/yr,1.041966767,2.6129
1962,Egyptian General Petroleum,State-owned Entity,Oil & NGL,3.2321,Million bbl/yr,1.28889004,3.2321
1963,Egyptian General Petroleum,State-owned Entity,Oil & NGL,3.876,Million bbl/yr,1.545663128,3.876
1964,Egyptian General Petroleum,State-owned Entity,Oil & NGL,4.3915,Million bbl/yr,1.751233134,4.3915
1965,Egyptian General Petroleum,State-owned Entity,Oil & NGL,4.5556,Million bbl/yr,1.816672587,4.5556
1966,Egyptian General Petroleum,State-owned Entity,Oil & NGL,4.407,Million bbl/yr,1.757414192,4.407
1967,Egyptian General Petroleum,State-owned Entity,Oil & NGL,3.9552,Million bbl/yr,1.577246338,3.9552
1968,Egyptian General Petroleum,State-owned Entity,Oil & NGL,6.2208,Million bbl/yr,2.480717541,6.2208
1969,Egyptian General Petroleum,State-owned Entity,Oil & NGL,8.9601,Million bbl/yr,3.573089834,8.9601
1970,Egyptian General Petroleum,State-owned Entity,Oil & NGL,11.9355,Million bbl/yr,4.759613588,11.9355
1970,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.3,Bcf/yr,0.02186711711,0.09
1971,Egyptian General Petroleum,State-owned Entity,Oil & NGL,10.731,Million bbl/yr,4.279285611,10.731
1971,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.3,Bcf/yr,0.02186711711,0.09
1972,Egyptian General Petroleum,State-owned Entity,Oil & NGL,8.468,Million bbl/yr,3.376851231,8.468
1972,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.25,Bcf/yr,0.01822259759,0.075
1973,Egyptian General Petroleum,State-owned Entity,Oil & NGL,6.059,Million bbl/yr,2.416195277,6.059
1973,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.31,Bcf/yr,0.02259602101,0.093
1974,Egyptian General Petroleum,State-owned Entity,Oil & NGL,5.5115,Million bbl/yr,2.197864379,5.5115
1974,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.15,Bcf/yr,0.01093355855,0.045
1975,Egyptian General Petroleum,State-owned Entity,Oil & NGL,8.62495,Million bbl/yr,3.439439422,8.62495
1975,Egyptian General Petroleum,State-owned Entity,Natural Gas,0.1606,Bcf/yr,0.01170619669,0.04818
1976,Egyptian General Petroleum,State-owned Entity,Oil & NGL,62.06241,Million bbl/yr,24.74911733,62.06241
1976,Egyptian General Petroleum,State-owned Entity,Natural Gas,6.87582,Bcf/yr,0.5011812039,2.062746
1977,Egyptian General Petroleum,State-owned Entity,Oil & NGL,79.41159,Million bbl/yr,31.66758685,79.41159
1977,Egyptian General Petroleum,State-owned Entity,Natural Gas,8.981865,Bcf/yr,0.654691646,2.6945595
1978,Egyptian General Petroleum,State-owned Entity,Oil & NGL,93.465915,Million bbl/yr,37.27214101,93.465915
1978,Egyptian General Petroleum,State-owned Entity,Natural Gas,11.08791,Bcf/yr,0.8082020882,3.326373
1979,Egyptian General Petroleum,State-owned Entity,Oil & NGL,100.96776,Million bbl/yr,40.26371098,100.96776
1979,Egyptian General Petroleum,State-owned Entity,Natural Gas,13.193955,Bcf/yr,0.9617125304,3.9581865
1980,Egyptian General Petroleum,State-owned Entity,Oil & NGL,110.7592012,Million bbl/yr,44.1683213,110.7592012
1980,Egyptian General Petroleum,State-owned Entity,Natural Gas,15.3,Bcf/yr,1.115222973,4.59
1981,Egyptian General Petroleum,State-owned Entity,Oil & NGL,111.3176551,Million bbl/yr,44.39102039,111.3176551
1981,Egyptian General Petroleum,State-owned Entity,Natural Gas,25.5,Bcf/yr,1.858704954,7.65
1982,Egyptian General Petroleum,State-owned Entity,Oil & NGL,124.7205184,Million bbl/yr,49.73578601,124.7205184
1982,Egyptian General Petroleum,State-owned Entity,Natural Gas,47.94,Bcf/yr,3.494365314,14.382
1983,Egyptian General Petroleum,State-owned Entity,Oil & NGL,135.3364055,Million bbl/yr,53.96916716,135.3364055
1983,Egyptian General Petroleum,State-owned Entity,Natural Gas,57.63,Bcf/yr,4.200673197,17.289
1984,Egyptian General Petroleum,State-owned Entity,Oil & NGL,153.0152817,Million bbl/yr,61.01911222,153.0152817
1984,Egyptian General Petroleum,State-owned Entity,Natural Gas,72.93,Bcf/yr,5.315896169,21.879
1985,Egyptian General Petroleum,State-owned Entity,Oil & NGL,165.1150617,Million bbl/yr,65.84423706,165.1150617
1985,Egyptian General Petroleum,State-owned Entity,Natural Gas,89.25,Bcf/yr,6.50546734,26.775
1986,Egyptian General Petroleum,State-owned Entity,Oil & NGL,151.3399735,Million bbl/yr,60.35103633,151.3399735
1986,Egyptian General Petroleum,State-owned Entity,Natural Gas,102,Bcf/yr,7.434819817,30.6
1987,Egyptian General Petroleum,State-owned Entity,Oil & NGL,166.7904015,Million bbl/yr,66.51232554,166.7904015
1987,Egyptian General Petroleum,State-owned Entity,Natural Gas,113.22,Bcf/yr,8.252649997,33.966
1988,Egyptian General Petroleum,State-owned Entity,Oil & NGL,157.8552112,Million bbl/yr,62.94916913,157.8552112
1988,Egyptian General Petroleum,State-owned Entity,Natural Gas,124.44,Bcf/yr,9.070480177,37.332
1989,Egyptian General Petroleum,State-owned Entity,Oil & NGL,161.0198117,Million bbl/yr,64.21114187,161.0198117
1989,Egyptian General Petroleum,State-owned Entity,Natural Gas,139.23,Bcf/yr,10.14852905,41.769
